
━━ BEAT 1  fresh save  flags=[] ━━
  map    9  ur_tavern_keep           [idle] "Ale? Sit anywhere." / "No one hurries out."
  map    9  ur_tavern_drinker_a      [idle] "Drink up, friend." / "The dark keeps anyway."
  map    9  ur_tavern_drinker_b      [idle] "I hauled ore here." / "Then the vein went black."
  map    9  ur_tavern_drinker_c      [idle] "The crystal picks four." / "Four! Look at us."
  map    9  ur_tavern_drinker_d      [idle] "Sit a while, warrior." / "North road's cold."
  map    6  ur_elder_attendant       [idle] "The elder is upstairs." / "He has not slept."
  map    7  ur_elder_kin_a           [idle] "Father watches the road" / "for riders long gone."
  map    7  ur_elder_kin_b           [idle] "We kept the lamps lit" / "for you."
  map    7  ur_elder_kin_c           [idle] "You came from the cave?" / "Then it's all true."
  map    2  ur_secret_resident       [idle] "The back way is open." / "It was not always."
  map    4  armor_keeper             [SILENT] *** SILENT ***
  map  114  ur_npc_05                [idle] "You have the look" / "of someone who asks." / "Ask, then."
  map  114  ur_npc_06                [idle] "The old well ran dry." / "Use the pond now."
  map  114  ur_npc_07                [idle] "Knights rode past." / "None of them came back."
  map  114  ur_npc_08                [idle] "The shops are open by day." / "No Light Warrior in years." / "Sleep at the inn — it's free."
  map  114  ur_npc_09                [idle] "Mind the cave north." / "It took my brother."
  map  114  ur_npc_0a                [idle] "I keep the north field." / "Nothing grows in the dark."
  map  114  ur_npc_0c                [idle] "Welcome to Ur, traveler." / "Folks here keep to" / "themselves."
  map  114  ur_npc_0d                [idle] "Ur is quiet most days." / "The cave drains the light." / "You give us hope."
  map  114  ur_npc_0e                [idle] "You carry a blade." / "Then you go where we cannot."
  map  114  ur_npc_0f                [idle] "I study the crystal." / "The light wanes by the day." / "The cave sends dreams."
  map 2001  sara                     [idle] "Sara. Of Castle Sasune." / "The ring is why I am" / "still standing here."

━━ BEAT 8  sara: -> forge  flags=[canoe_granted] ━━
  map   18  sasune_guard_w           [idle] "The gate stays open." / "Nobody comes anyway." / "Not since Sara went."
  map   18  sasune_guard_e           [idle] "Kazus lies south." / "Go carefully."
  map   18  sasune_post_w            [idle] "The keep is watched." / "Move along, traveler."
  map   18  sasune_post_e            [idle] "The keep is watched." / "Move along, traveler."
  map   18  sasune_post_nw           [idle] "The keep is watched." / "Move along, traveler."
  map   18  sasune_post_ne           [idle] "The keep is watched." / "Move along, traveler."
  map   29  sasune_king              [aside:sasune_missing_daughter] "North, past the water." / "She took a boat, not a road."
  map   29  sasune_king              [-] (not placed)
  map   29  sasune_attendant_w       [idle] "We cannot even weep." / "Ghosts have no water in them."
  map   29  sasune_attendant_w       [-] (not placed)
  map   29  sasune_attendant_e       [idle] "We cannot even weep." / "Ghosts have no water in them."
  map   29  sasune_attendant_e       [-] (not placed)
  map   25  sasune_hall_servant      [idle] "I was out when it came." / "Eggs. I was carrying eggs." / "I saw Sara go."
  map   25  sasune_hall_servant_e    [idle] "The halls run long." / "Keep to the lit ones."
  map   10  kazus_town_b             [idle] "The mines gave out." / "The fire still catches."
  map   10  kazus_town_c             [idle] "Mythril still comes up." / "Little else does."
  map   10  kazus_town_d             [idle] "A Canaan man came through." / "Left an airship in the sand."
  map   10  kazus_smith              [advance:sasune_missing_daughter] "The princess? Aye." / "Asked what crosses water." / "Went north, into the seal." / "You have the King's boat."
  map   12  kazus_inn_keep           [idle] "Beds upstairs." / "Ale down here."
  map   12  kazus_item_keeper        [idle] "Mythril town, mythril prices." / "Potions and cures."
  map   12  kazus_inn_guest_b        [idle] "Sasune lies north." / "The castle still stands."
  map   12  cid                      [idle] "Cid, of Canaan." / "The curse caught me here."
  map   12  cid                      [-] (not placed)
  map   16  kazus_weapon_keeper      [idle] "Mythril holds an edge." / "It costs what it costs."
  map   17  kazus_armor_keeper       [idle] "Mythril plate." / "Dear, but it turns a blade."
  map   13  kazus_house2_resident    [idle] "The mines run under us." / "You hear them at night."
  map   14  kazus_house3_resident    [idle] "Rings were made here." / "Mythril takes the binding."
  map    8  inn_item_keeper          [SILENT] *** SILENT ***
  map    8  inn_keeper               [idle] "Welcome to our inn, traveler!" / "The beds here are free." / "Rest as long as you like." / "A good sleep mends all." / "Sweet dreams, dear!"
  map    8  inn_guest                [idle] "A bed and no coin asked." / "I have stayed three nights."
  map    5  weapon_keeper            [SILENT] *** SILENT ***
  map    9  ur_tavern_keep           [idle] "Ale? Sit anywhere." / "No one hurries out."
  map    9  ur_tavern_drinker_a      [idle] "Drink up, friend." / "The dark keeps anyway."
  map    9  ur_tavern_drinker_b      [idle] "I hauled ore here." / "Then the vein went black."
  map    9  ur_tavern_drinker_c      [idle] "The crystal picks four." / "Four! Look at us."
  map    9  ur_tavern_drinker_d      [idle] "Sit a while, warrior." / "North road's cold."
  map    6  ur_elder_attendant       [idle] "The elder is upstairs." / "He has not slept."
  map    7  ur_elder_kin_a           [idle] "Father watches the road" / "for riders long gone."
  map    7  ur_elder_kin_b           [idle] "We kept the lamps lit" / "for you."
  map    7  ur_elder_kin_c           [idle] "You came from the cave?" / "Then it's all true."
  map    2  ur_secret_resident       [idle] "The back way is open." / "It was not always."
  map    4  armor_keeper             [SILENT] *** SILENT ***
  map  114  ur_npc_05                [idle] "You have the look" / "of someone who asks." / "Ask, then."
  map  114  ur_npc_06                [idle] "The old well ran dry." / "Use the pond now."
  map  114  ur_npc_07                [idle] "Knights rode past." / "None of them came back."
  map  114  ur_npc_08                [idle] "The shops are open by day." / "No Light Warrior in years." / "Sleep at the inn — it's free."
  map  114  ur_npc_09                [idle] "Mind the cave north." / "It took my brother."
  map  114  ur_npc_0a                [idle] "I keep the north field." / "Nothing grows in the dark."
  map  114  ur_npc_0c                [idle] "Welcome to Ur, traveler." / "Folks here keep to" / "themselves."
  map  114  ur_npc_0d                [idle] "Ur is quiet most days." / "The cave drains the light." / "You give us hope."
  map  114  ur_npc_0e                [idle] "You carry a blade." / "Then you go where we cannot."
  map  114  ur_npc_0f                [idle] "I study the crystal." / "The light wanes by the day." / "The cave sends dreams."
  map 2001  sara                     [idle] "Sara. Of Castle Sasune." / "The ring is why I am" / "still standing here."

━━ BEAT 9  sara: -> found  flags=[canoe_granted] ━━
  map   18  sasune_guard_w           [idle] "The gate stays open." / "Nobody comes anyway." / "Not since Sara went."
  map   18  sasune_guard_e           [idle] "Kazus lies south." / "Go carefully."
  map   18  sasune_post_w            [idle] "The keep is watched." / "Move along, traveler."
  map   18  sasune_post_e            [idle] "The keep is watched." / "Move along, traveler."
  map   18  sasune_post_nw           [idle] "The keep is watched." / "Move along, traveler."
  map   18  sasune_post_ne           [idle] "The keep is watched." / "Move along, traveler."
  map   29  sasune_king              [idle] "King Sasune. Or I was." / "The Djinn made ghosts" / "of my whole house."
  map   29  sasune_king              [-] (not placed)
  map   29  sasune_attendant_w       [idle] "We cannot even weep." / "Ghosts have no water in them."
  map   29  sasune_attendant_w       [-] (not placed)
  map   29  sasune_attendant_e       [idle] "We cannot even weep." / "Ghosts have no water in them."
  map   29  sasune_attendant_e       [-] (not placed)
  map   25  sasune_hall_servant      [idle] "I was out when it came." / "Eggs. I was carrying eggs." / "I saw Sara go."
  map   25  sasune_hall_servant_e    [idle] "The halls run long." / "Keep to the lit ones."
  map   10  kazus_town_b             [idle] "The mines gave out." / "The fire still catches."
  map   10  kazus_town_c             [idle] "Mythril still comes up." / "Little else does."
  map   10  kazus_town_d             [idle] "A Canaan man came through." / "Left an airship in the sand."
  map   10  kazus_smith              [aside:sasune_missing_daughter] "Past the water. She had" / "the ring and my boat."
  map   12  kazus_inn_keep           [idle] "Beds upstairs." / "Ale down here."
  map   12  kazus_item_keeper        [idle] "Mythril town, mythril prices." / "Potions and cures."
  map   12  kazus_inn_guest_b        [idle] "Sasune lies north." / "The castle still stands."
  map   12  cid                      [idle] "Cid, of Canaan." / "The curse caught me here."
  map   12  cid                      [-] (not placed)
  map   16  kazus_weapon_keeper      [idle] "Mythril holds an edge." / "It costs what it costs."
  map   17  kazus_armor_keeper       [idle] "Mythril plate." / "Dear, but it turns a blade."
  map   13  kazus_house2_resident    [idle] "The mines run under us." / "You hear them at night."
  map   14  kazus_house3_resident    [idle] "Rings were made here." / "Mythril takes the binding."
  map    8  inn_item_keeper          [SILENT] *** SILENT ***
  map    8  inn_keeper               [idle] "Welcome to our inn, traveler!" / "The beds here are free." / "Rest as long as you like." / "A good sleep mends all." / "Sweet dreams, dear!"
  map    8  inn_guest                [idle] "A bed and no coin asked." / "I have stayed three nights."
  map    5  weapon_keeper            [SILENT] *** SILENT ***
  map    9  ur_tavern_keep           [idle] "Ale? Sit anywhere." / "No one hurries out."
  map    9  ur_tavern_drinker_a      [idle] "Drink up, friend." / "The dark keeps anyway."
  map    9  ur_tavern_drinker_b      [idle] "I hauled ore here." / "Then the vein went black."
  map    9  ur_tavern_drinker_c      [idle] "The crystal picks four." / "Four! Look at us."
  map    9  ur_tavern_drinker_d      [idle] "Sit a while, warrior." / "North road's cold."
  map    6  ur_elder_attendant       [idle] "The elder is upstairs." / "He has not slept."
  map    7  ur_elder_kin_a           [idle] "Father watches the road" / "for riders long gone."
  map    7  ur_elder_kin_b           [idle] "We kept the lamps lit" / "for you."
  map    7  ur_elder_kin_c           [idle] "You came from the cave?" / "Then it's all true."
  map    2  ur_secret_resident       [idle] "The back way is open." / "It was not always."
  map    4  armor_keeper             [SILENT] *** SILENT ***
  map  114  ur_npc_05                [idle] "You have the look" / "of someone who asks." / "Ask, then."
  map  114  ur_npc_06                [idle] "The old well ran dry." / "Use the pond now."
  map  114  ur_npc_07                [idle] "Knights rode past." / "None of them came back."
  map  114  ur_npc_08                [idle] "The shops are open by day." / "No Light Warrior in years." / "Sleep at the inn — it's free."
  map  114  ur_npc_09                [idle] "Mind the cave north." / "It took my brother."
  map  114  ur_npc_0a                [idle] "I keep the north field." / "Nothing grows in the dark."
  map  114  ur_npc_0c                [idle] "Welcome to Ur, traveler." / "Folks here keep to" / "themselves."
  map  114  ur_npc_0d                [idle] "Ur is quiet most days." / "The cave drains the light." / "You give us hope."
  map  114  ur_npc_0e                [idle] "You carry a blade." / "Then you go where we cannot."
  map  114  ur_npc_0f                [idle] "I study the crystal." / "The light wanes by the day." / "The cave sends dreams."
  map 2001  sara                     [advance:sasune_missing_daughter] "Sara. Of Castle Sasune." / "You are late, and I am" / "not going back up yet."

━━ BEAT 10 sara: -> return  flags=[canoe_granted,sara_found] ━━
  map   18  sasune_guard_w           [idle] "The gate stays open." / "Nobody comes anyway." / "Not since Sara went."
  map   18  sasune_guard_e           [idle] "Kazus lies south." / "Go carefully."
  map   18  sasune_post_w            [idle] "The keep is watched." / "Move along, traveler."
  map   18  sasune_post_e            [idle] "The keep is watched." / "Move along, traveler."
  map   18  sasune_post_nw           [idle] "The keep is watched." / "Move along, traveler."
  map   18  sasune_post_ne           [idle] "The keep is watched." / "Move along, traveler."
  map   29  sasune_king              [advance:sasune_missing_daughter] "Alive. Under the ground." / "Of course she is." / "She has her mother's" / "contempt for stairs."
  map   29  sasune_king              [-] (not placed)
  map   29  sasune_attendant_w       [idle] "We cannot even weep." / "Ghosts have no water in them."
  map   29  sasune_attendant_w       [-] (not placed)
  map   29  sasune_attendant_e       [idle] "We cannot even weep." / "Ghosts have no water in them."
  map   29  sasune_attendant_e       [-] (not placed)
  map   25  sasune_hall_servant      [idle] "Sara is back. I carried" / "the news and dropped" / "nothing this time."
  map   25  sasune_hall_servant_e    [idle] "The halls run long." / "Keep to the lit ones."
  map   10  kazus_town_b             [idle] "The mines gave out." / "The fire still catches."
  map   10  kazus_town_c             [idle] "Mythril still comes up." / "Little else does."
  map   10  kazus_town_d             [idle] "A Canaan man came through." / "Left an airship in the sand."
  map   10  kazus_smith              [idle] "I cut the ring here." / "Mythril. That is why" / "it came for us."
  map   12  kazus_inn_keep           [idle] "Beds upstairs." / "Ale down here."
  map   12  kazus_item_keeper        [idle] "Mythril town, mythril prices." / "Potions and cures."
  map   12  kazus_inn_guest_b        [idle] "Sasune lies north." / "The castle still stands."
  map   12  cid                      [idle] "Cid, of Canaan." / "The curse caught me here."
  map   12  cid                      [-] (not placed)
  map   16  kazus_weapon_keeper      [idle] "Mythril holds an edge." / "It costs what it costs."
  map   17  kazus_armor_keeper       [idle] "Mythril plate." / "Dear, but it turns a blade."
  map   13  kazus_house2_resident    [idle] "The mines run under us." / "You hear them at night."
  map   14  kazus_house3_resident    [idle] "Rings were made here." / "Mythril takes the binding."
  map    8  inn_item_keeper          [SILENT] *** SILENT ***
  map    8  inn_keeper               [idle] "Welcome to our inn, traveler!" / "The beds here are free." / "Rest as long as you like." / "A good sleep mends all." / "Sweet dreams, dear!"
  map    8  inn_guest                [idle] "A bed and no coin asked." / "I have stayed three nights."
  map    5  weapon_keeper            [SILENT] *** SILENT ***
  map    9  ur_tavern_keep           [idle] "Ale? Sit anywhere." / "No one hurries out."
  map    9  ur_tavern_drinker_a      [idle] "Drink up, friend." / "The dark keeps anyway."
  map    9  ur_tavern_drinker_b      [idle] "I hauled ore here." / "Then the vein went black."
  map    9  ur_tavern_drinker_c      [idle] "The crystal picks four." / "Four! Look at us."
  map    9  ur_tavern_drinker_d      [idle] "Sit a while, warrior." / "North road's cold."
  map    6  ur_elder_attendant       [idle] "The elder is upstairs." / "He has not slept."
  map    7  ur_elder_kin_a           [idle] "Father watches the road" / "for riders long gone."
  map    7  ur_elder_kin_b           [idle] "We kept the lamps lit" / "for you."
  map    7  ur_elder_kin_c           [idle] "You came from the cave?" / "Then it's all true."
  map    2  ur_secret_resident       [idle] "The back way is open." / "It was not always."
  map    4  armor_keeper             [SILENT] *** SILENT ***
  map  114  ur_npc_05                [idle] "You have the look" / "of someone who asks." / "Ask, then."
  map  114  ur_npc_06                [idle] "The old well ran dry." / "Use the pond now."
  map  114  ur_npc_07                [idle] "Knights rode past." / "None of them came back."
  map  114  ur_npc_08                [idle] "The shops are open by day." / "No Light Warrior in years." / "Sleep at the inn — it's free."
  map  114  ur_npc_09                [idle] "Mind the cave north." / "It took my brother."
  map  114  ur_npc_0a                [idle] "I keep the north field." / "Nothing grows in the dark."
  map  114  ur_npc_0c                [idle] "Welcome to Ur, traveler." / "Folks here keep to" / "themselves."
  map  114  ur_npc_0d                [idle] "Ur is quiet most days." / "The cave drains the light." / "You give us hope."
  map  114  ur_npc_0e                [idle] "You carry a blade." / "Then you go where we cannot."
  map  114  ur_npc_0f                [idle] "I study the crystal." / "The light wanes by the day." / "The cave sends dreams."
  map 2001  sara                     [aside:sasune_missing_daughter] "Tell him yourself." / "He will not believe me."

━━ BEAT 11 sara: done  flags=[canoe_granted,sara_found] ━━
  map   18  sasune_guard_w           [idle] "The gate stays open." / "Nobody comes anyway." / "Not since Sara went."
  map   18  sasune_guard_e           [idle] "Kazus lies south." / "Go carefully."
  map   18  sasune_post_w            [idle] "The keep is watched." / "Move along, traveler."
  map   18  sasune_post_e            [idle] "The keep is watched." / "Move along, traveler."
  map   18  sasune_post_nw           [idle] "The keep is watched." / "Move along, traveler."
  map   18  sasune_post_ne           [idle] "The keep is watched." / "Move along, traveler."
  map   29  sasune_king              [after:sasune_missing_daughter] "She is home and furious." / "Let her be furious."
  map   29  sasune_king              [-] (not placed)
  map   29  sasune_attendant_w       [idle] "We cannot even weep." / "Ghosts have no water in them."
  map   29  sasune_attendant_w       [-] (not placed)
  map   29  sasune_attendant_e       [idle] "We cannot even weep." / "Ghosts have no water in them."
  map   29  sasune_attendant_e       [-] (not placed)
  map   25  sasune_hall_servant      [idle] "Sara is back. I carried" / "the news and dropped" / "nothing this time."
  map   25  sasune_hall_servant_e    [idle] "The halls run long." / "Keep to the lit ones."
  map   10  kazus_town_b             [idle] "The mines gave out." / "The fire still catches."
  map   10  kazus_town_c             [idle] "Mythril still comes up." / "Little else does."
  map   10  kazus_town_d             [idle] "A Canaan man came through." / "Left an airship in the sand."
  map   10  kazus_smith              [idle] "I cut the ring here." / "Mythril. That is why" / "it came for us."
  map   12  kazus_inn_keep           [idle] "Beds upstairs." / "Ale down here."
  map   12  kazus_item_keeper        [idle] "Mythril town, mythril prices." / "Potions and cures."
  map   12  kazus_inn_guest_b        [idle] "Sasune lies north." / "The castle still stands."
  map   12  cid                      [idle] "Cid, of Canaan." / "The curse caught me here."
  map   12  cid                      [-] (not placed)
  map   16  kazus_weapon_keeper      [idle] "Mythril holds an edge." / "It costs what it costs."
  map   17  kazus_armor_keeper       [idle] "Mythril plate." / "Dear, but it turns a blade."
  map   13  kazus_house2_resident    [idle] "The mines run under us." / "You hear them at night."
  map   14  kazus_house3_resident    [idle] "Rings were made here." / "Mythril takes the binding."
  map    8  inn_item_keeper          [SILENT] *** SILENT ***
  map    8  inn_keeper               [idle] "Welcome to our inn, traveler!" / "The beds here are free." / "Rest as long as you like." / "A good sleep mends all." / "Sweet dreams, dear!"
  map    8  inn_guest                [idle] "A bed and no coin asked." / "I have stayed three nights."
  map    5  weapon_keeper            [SILENT] *** SILENT ***
  map    9  ur_tavern_keep           [idle] "Ale? Sit anywhere." / "No one hurries out."
  map    9  ur_tavern_drinker_a      [idle] "Drink up, friend." / "The dark keeps anyway."
  map    9  ur_tavern_drinker_b      [idle] "I hauled ore here." / "Then the vein went black."
  map    9  ur_tavern_drinker_c      [idle] "The crystal picks four." / "Four! Look at us."
  map    9  ur_tavern_drinker_d      [idle] "Sit a while, warrior." / "North road's cold."
  map    6  ur_elder_attendant       [idle] "The elder is upstairs." / "He has not slept."
  map    7  ur_elder_kin_a           [idle] "Father watches the road" / "for riders long gone."
  map    7  ur_elder_kin_b           [idle] "We kept the lamps lit" / "for you."
  map    7  ur_elder_kin_c           [idle] "You came from the cave?" / "Then it's all true."
  map    2  ur_secret_resident       [idle] "The back way is open." / "It was not always."
  map    4  armor_keeper             [SILENT] *** SILENT ***
  map  114  ur_npc_05                [idle] "You have the look" / "of someone who asks." / "Ask, then."
  map  114  ur_npc_06                [idle] "The old well ran dry." / "Use the pond now."
  map  114  ur_npc_07                [idle] "Knights rode past." / "None of them came back."
  map  114  ur_npc_08                [idle] "The shops are open by day." / "No Light Warrior in years." / "Sleep at the inn — it's free."
  map  114  ur_npc_09                [idle] "Mind the cave north." / "It took my brother."
  map  114  ur_npc_0a                [idle] "I keep the north field." / "Nothing grows in the dark."
  map  114  ur_npc_0c                [idle] "Welcome to Ur, traveler." / "Folks here keep to" / "themselves."
  map  114  ur_npc_0d                [idle] "Ur is quiet most days." / "The cave drains the light." / "You give us hope."
  map  114  ur_npc_0e                [idle] "You carry a blade." / "Then you go where we cannot."
  map  114  ur_npc_0f                [idle] "I study the crystal." / "The light wanes by the day." / "The cave sends dreams."
  map 2001  sara                     [after:sasune_missing_daughter] "You told him, then." / "I am still going back" / "for that thing."

━━ BEAT 12 djinn taken  flags=[canoe_granted,sara_found] ━━
  map   18  sasune_guard_w           [idle] "The gate stays open." / "Nobody comes anyway." / "Not since Sara went."
  map   18  sasune_guard_e           [idle] "Kazus lies south." / "Go carefully."
  map   18  sasune_post_w            [idle] "The keep is watched." / "Move along, traveler."
  map   18  sasune_post_e            [idle] "The keep is watched." / "Move along, traveler."
  map   18  sasune_post_nw           [idle] "The keep is watched." / "Move along, traveler."
  map   18  sasune_post_ne           [idle] "The keep is watched." / "Move along, traveler."
  map   29  sasune_king              [aside:kazus_sealed_cave] "You mean to go after it." / "Come back, warrior."
  map   29  sasune_king              [-] (not placed)
  map   29  sasune_attendant_w       [idle] "We cannot even weep." / "Ghosts have no water in them."
  map   29  sasune_attendant_w       [-] (not placed)
  map   29  sasune_attendant_e       [idle] "We cannot even weep." / "Ghosts have no water in them."
  map   29  sasune_attendant_e       [-] (not placed)
  map   25  sasune_hall_servant      [idle] "Sara is back. I carried" / "the news and dropped" / "nothing this time."
  map   25  sasune_hall_servant_e    [idle] "The halls run long." / "Keep to the lit ones."
  map   10  kazus_town_b             [idle] "The mines gave out." / "The fire still catches."
  map   10  kazus_town_c             [idle] "Mythril still comes up." / "Little else does."
  map   10  kazus_town_d             [idle] "A Canaan man came through." / "Left an airship in the sand."
  map   10  kazus_smith              [idle] "I cut the ring here." / "Mythril. That is why" / "it came for us."
  map   12  kazus_inn_keep           [idle] "Beds upstairs." / "Ale down here."
  map   12  kazus_item_keeper        [idle] "Mythril town, mythril prices." / "Potions and cures."
  map   12  kazus_inn_guest_b        [idle] "Sasune lies north." / "The castle still stands."
  map   12  cid                      [waiting:kazus_sealed_cave] "Still here, warrior?" / "North. Past the water."
  map   12  cid                      [-] (not placed)
  map   16  kazus_weapon_keeper      [idle] "Mythril holds an edge." / "It costs what it costs."
  map   17  kazus_armor_keeper       [idle] "Mythril plate." / "Dear, but it turns a blade."
  map   13  kazus_house2_resident    [idle] "The mines run under us." / "You hear them at night."
  map   14  kazus_house3_resident    [idle] "Rings were made here." / "Mythril takes the binding."
  map    8  inn_item_keeper          [SILENT] *** SILENT ***
  map    8  inn_keeper               [idle] "Welcome to our inn, traveler!" / "The beds here are free." / "Rest as long as you like." / "A good sleep mends all." / "Sweet dreams, dear!"
  map    8  inn_guest                [idle] "A bed and no coin asked." / "I have stayed three nights."
  map    5  weapon_keeper            [SILENT] *** SILENT ***
  map    9  ur_tavern_keep           [idle] "Ale? Sit anywhere." / "No one hurries out."
  map    9  ur_tavern_drinker_a      [idle] "Drink up, friend." / "The dark keeps anyway."
  map    9  ur_tavern_drinker_b      [idle] "I hauled ore here." / "Then the vein went black."
  map    9  ur_tavern_drinker_c      [idle] "The crystal picks four." / "Four! Look at us."
  map    9  ur_tavern_drinker_d      [idle] "Sit a while, warrior." / "North road's cold."
  map    6  ur_elder_attendant       [idle] "The elder is upstairs." / "He has not slept."
  map    7  ur_elder_kin_a           [idle] "Father watches the road" / "for riders long gone."
  map    7  ur_elder_kin_b           [idle] "We kept the lamps lit" / "for you."
  map    7  ur_elder_kin_c           [idle] "You came from the cave?" / "Then it's all true."
  map    2  ur_secret_resident       [idle] "The back way is open." / "It was not always."
  map    4  armor_keeper             [SILENT] *** SILENT ***
  map  114  ur_npc_05                [idle] "You have the look" / "of someone who asks." / "Ask, then."
  map  114  ur_npc_06                [idle] "The old well ran dry." / "Use the pond now."
  map  114  ur_npc_07                [idle] "Knights rode past." / "None of them came back."
  map  114  ur_npc_08                [idle] "The shops are open by day." / "No Light Warrior in years." / "Sleep at the inn — it's free."
  map  114  ur_npc_09                [idle] "Mind the cave north." / "It took my brother."
  map  114  ur_npc_0a                [idle] "I keep the north field." / "Nothing grows in the dark."
  map  114  ur_npc_0c                [idle] "Welcome to Ur, traveler." / "Folks here keep to" / "themselves."
  map  114  ur_npc_0d                [idle] "Ur is quiet most days." / "The cave drains the light." / "You give us hope."
  map  114  ur_npc_0e                [idle] "You carry a blade." / "Then you go where we cannot."
  map  114  ur_npc_0f                [idle] "I study the crystal." / "The light wanes by the day." / "The cave sends dreams."
  map 2001  sara                     [aside:kazus_sealed_cave] "It is still down there." / "Go. I will wait."

━━ BEAT 13 djinn beaten (unclaimed)  flags=[canoe_granted,sara_found] ━━
  map   18  sasune_guard_w           [idle] "The gate stays open." / "Nobody comes anyway." / "Not since Sara went."
  map   18  sasune_guard_e           [idle] "Kazus lies south." / "Go carefully."
  map   18  sasune_post_w            [idle] "The keep is watched." / "Move along, traveler."
  map   18  sasune_post_e            [idle] "The keep is watched." / "Move along, traveler."
  map   18  sasune_post_nw           [idle] "The keep is watched." / "Move along, traveler."
  map   18  sasune_post_ne           [idle] "The keep is watched." / "Move along, traveler."
  map   29  sasune_king              [aside:kazus_sealed_cave] "You mean to go after it." / "Come back, warrior."
  map   29  sasune_king              [-] (not placed)
  map   29  sasune_attendant_w       [idle] "We cannot even weep." / "Ghosts have no water in them."
  map   29  sasune_attendant_w       [-] (not placed)
  map   29  sasune_attendant_e       [idle] "We cannot even weep." / "Ghosts have no water in them."
  map   29  sasune_attendant_e       [-] (not placed)
  map   25  sasune_hall_servant      [idle] "Sara is back. I carried" / "the news and dropped" / "nothing this time."
  map   25  sasune_hall_servant_e    [idle] "The halls run long." / "Keep to the lit ones."
  map   10  kazus_town_b             [idle] "The mines gave out." / "The fire still catches."
  map   10  kazus_town_c             [idle] "Mythril still comes up." / "Little else does."
  map   10  kazus_town_d             [idle] "A Canaan man came through." / "Left an airship in the sand."
  map   10  kazus_smith              [idle] "I cut the ring here." / "Mythril. That is why" / "it came for us."
  map   12  kazus_inn_keep           [idle] "Beds upstairs." / "Ale down here."
  map   12  kazus_item_keeper        [idle] "Mythril town, mythril prices." / "Potions and cures."
  map   12  kazus_inn_guest_b        [idle] "Sasune lies north." / "The castle still stands."
  map   12  cid                      [advance:kazus_sealed_cave] "The weight is off me." / "Feel the town? It breathes." / "She is west, in the sand." / "Walk to her. She knows you."
  map   12  cid                      [-] (not placed)
  map   16  kazus_weapon_keeper      [idle] "Mythril holds an edge." / "It costs what it costs."
  map   17  kazus_armor_keeper       [idle] "Mythril plate." / "Dear, but it turns a blade."
  map   13  kazus_house2_resident    [idle] "The mines run under us." / "You hear them at night."
  map   14  kazus_house3_resident    [idle] "Rings were made here." / "Mythril takes the binding."
  map    8  inn_item_keeper          [SILENT] *** SILENT ***
  map    8  inn_keeper               [idle] "Welcome to our inn, traveler!" / "The beds here are free." / "Rest as long as you like." / "A good sleep mends all." / "Sweet dreams, dear!"
  map    8  inn_guest                [idle] "A bed and no coin asked." / "I have stayed three nights."
  map    5  weapon_keeper            [SILENT] *** SILENT ***
  map    9  ur_tavern_keep           [idle] "Ale? Sit anywhere." / "No one hurries out."
  map    9  ur_tavern_drinker_a      [idle] "Drink up, friend." / "The dark keeps anyway."
  map    9  ur_tavern_drinker_b      [idle] "I hauled ore here." / "Then the vein went black."
  map    9  ur_tavern_drinker_c      [idle] "The crystal picks four." / "Four! Look at us."
  map    9  ur_tavern_drinker_d      [idle] "Sit a while, warrior." / "North road's cold."
  map    6  ur_elder_attendant       [idle] "The elder is upstairs." / "He has not slept."
  map    7  ur_elder_kin_a           [idle] "Father watches the road" / "for riders long gone."
  map    7  ur_elder_kin_b           [idle] "We kept the lamps lit" / "for you."
  map    7  ur_elder_kin_c           [idle] "You came from the cave?" / "Then it's all true."
  map    2  ur_secret_resident       [idle] "The back way is open." / "It was not always."
  map    4  armor_keeper             [SILENT] *** SILENT ***
  map  114  ur_npc_05                [idle] "You have the look" / "of someone who asks." / "Ask, then."
  map  114  ur_npc_06                [idle] "The old well ran dry." / "Use the pond now."
  map  114  ur_npc_07                [idle] "Knights rode past." / "None of them came back."
  map  114  ur_npc_08                [idle] "The shops are open by day." / "No Light Warrior in years." / "Sleep at the inn — it's free."
  map  114  ur_npc_09                [idle] "Mind the cave north." / "It took my brother."
  map  114  ur_npc_0a                [idle] "I keep the north field." / "Nothing grows in the dark."
  map  114  ur_npc_0c                [idle] "Welcome to Ur, traveler." / "Folks here keep to" / "themselves."
  map  114  ur_npc_0d                [idle] "Ur is quiet most days." / "The cave drains the light." / "You give us hope."
  map  114  ur_npc_0e                [idle] "You carry a blade." / "Then you go where we cannot."
  map  114  ur_npc_0f                [idle] "I study the crystal." / "The light wanes by the day." / "The cave sends dreams."
  map 2001  sara                     [aside:kazus_sealed_cave] "It is still down there." / "Go. I will wait."

━━ BEAT 14 djinn done  flags=[canoe_granted,sara_found,djinn_sealed,curse_lifted] ━━
  map   18  sasune_guard_w           [idle] "The gate stays open." / "Sara is home. Ask her" / "yourself."
  map   18  sasune_guard_e           [idle] "Kazus lies south." / "Go carefully."
  map   18  sasune_post_w            [idle] "The keep is watched." / "Move along, traveler."
  map   18  sasune_post_e            [idle] "The keep is watched." / "Move along, traveler."
  map   18  sasune_post_nw           [idle] "The keep is watched." / "Move along, traveler."
  map   18  sasune_post_ne           [idle] "The keep is watched." / "Move along, traveler."
  map   29  sasune_king              [-] (not placed)
